,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
1018,13711.0,218,2,252.06,1,2,2,122,At Risk Customers
1019,13712.0,246,1,228.84,1,1,1,111,Hibernating
1020,13715.0,280,7,1053.94,1,5,4,154,At Risk Customers
1021,13716.0,268,1,138.28,1,1,1,111,Hibernating
1022,13717.0,31,7,1432.26,4,5,4,454,Champions
1023,13718.0,245,2,306.55,1,2,2,122,At Risk Customers
1024,13719.0,14,5,1041.68,4,4,4,444,Champions
1025,13720.0,116,4,799.9,2,4,3,243,At Risk Customers
1026,13721.0,35,1,524.14,3,1,3,313,About To Sleep
1027,13722.0,119,4,2369.16,2,4,5,245,At Risk Customers
1028,13723.0,216,1,199.85000000000002,1,1,1,111,Hibernating
1029,13725.0,49,11,1809.81,3,5,4,354,Loyal Customers
1030,13726.0,38,2,1079.6599999999999,3,2,4,324,Potential Loyalists
1031,13727.0,28,2,333.48,4,2,2,422,Low Spenders
1032,13728.0,36,6,1016.14,3,4,4,344,Loyal Customers
1033,13730.0,135,2,752.6,2,2,3,223,About To Sleep
1034,13731.0,218,2,610.59,1,2,3,123,At Risk Customers
1035,13732.0,27,1,491.86,4,1,3,413,Promising
1036,13735.0,24,8,2766.18,4,5,5,455,Champions
1037,13736.0,4,3,724.0,5,3,3,533,Promising
1038,13737.0,199,1,339.59999999999997,1,1,2,112,At Risk Customers
1039,13739.0,17,1,216.9,4,1,1,411,Low Spenders
1040,13740.0,240,1,350.75,1,1,2,112,At Risk Customers
1041,13741.0,71,4,666.33,2,4,3,243,At Risk Customers
1042,13742.0,16,14,3102.42,4,5,5,455,Champions
1043,13743.0,2,8,1340.1499999999999,5,5,4,554,Champions
1044,13744.0,94,2,1156.36,2,2,4,224,Need Attention
1045,13745.0,150,2,291.54,2,2,2,222,About To Sleep
1046,13747.0,373,1,79.6,1,1,1,111,Hibernating
1047,13748.0,95,4,948.25,2,4,4,244,At Risk Customers
1048,13750.0,53,5,1647.26,3,4,4,344,Loyal Customers
1049,13751.0,287,1,296.25,1,1,2,112,At Risk Customers
1050,13752.0,123,6,1186.28,2,4,4,244,At Risk Customers
1051,13753.0,287,1,741.26,1,1,3,113,At Risk Customers
1052,13754.0,151,2,282.59999999999997,2,2,2,222,About To Sleep
1053,13755.0,3,10,2154.68,5,5,5,555,Champions
1054,13756.0,1,15,5145.12,5,5,5,555,Champions
1055,13758.0,11,7,3190.55,4,5,5,455,Champions
1056,13759.0,32,2,659.4100000000001,3,2,3,323,Potential Loyalists
1057,13760.0,53,2,286.79,3,2,2,322,Low Spenders
1058,13761.0,49,2,1070.65,3,2,4,324,Potential Loyalists
1059,13762.0,203,2,3.552713678800501e-15,1,2,1,121,Hibernating
1060,13763.0,62,3,1689.46,3,3,4,334,Loyal Customers
1061,13764.0,70,3,1521.76,3,3,4,334,Loyal Customers
1062,13767.0,1,51,16945.71,5,5,5,555,Champions
1063,13769.0,1,16,2771.87,5,5,5,555,Champions
1064,13771.0,63,5,2631.7,3,4,5,345,Loyal Customers
1065,13772.0,33,3,1132.13,3,3,4,334,Loyal Customers
1066,13774.0,81,1,345.0,2,1,2,212,About To Sleep
1067,13777.0,0,40,25748.350000000002,5,5,5,555,Champions
1068,13778.0,102,1,178.7,2,1,1,211,About To Sleep
1069,13780.0,6,2,360.01,5,2,2,522,Low Spenders
1070,13781.0,250,1,127.84,1,1,1,111,Hibernating
1071,13782.0,12,6,912.0,4,4,4,444,Champions
1072,13784.0,9,11,2462.79,5,5,5,555,Champions
1073,13786.0,366,1,230.39999999999998,1,1,1,111,Hibernating
1074,13787.0,75,2,309.04,2,2,2,222,About To Sleep
1075,13790.0,3,1,348.8,5,1,2,512,New Customers
1076,13791.0,42,3,1047.68,3,3,4,334,Loyal Customers
1077,13792.0,65,2,195.55,3,2,1,321,Low Spenders
1078,13798.0,0,63,36351.42,5,5,5,555,Champions
1079,13799.0,116,2,688.86,2,2,3,223,About To Sleep
1080,13800.0,309,1,558.32,1,1,3,113,At Risk Customers
1081,13801.0,66,1,324.8,3,1,2,312,Low Spenders
1082,13802.0,137,6,3906.27,2,4,5,245,At Risk Customers
1083,13803.0,254,1,277.07,1,1,2,112,At Risk Customers
1084,13804.0,30,7,2635.79,4,5,5,455,Champions
1085,13805.0,51,2,924.6,3,2,4,324,Potential Loyalists
1086,13806.0,63,1,256.38,3,1,2,312,Low Spenders
1087,13807.0,366,1,112.6,1,1,1,111,Hibernating
1088,13808.0,5,5,1747.66,5,4,4,544,Champions
1089,13809.0,304,1,155.05,1,1,1,111,Hibernating
1090,13810.0,28,4,899.51,4,4,3,443,Loyal Customers
1091,13811.0,183,4,591.75,1,4,3,143,At Risk Customers
1092,13812.0,41,3,539.0,3,3,3,333,Loyal Customers
1093,13813.0,39,5,1353.41,3,4,4,344,Loyal Customers
1094,13814.0,55,3,1562.12,3,3,4,334,Loyal Customers
1095,13815.0,21,5,4014.91,4,4,5,445,Champions
1096,13816.0,23,4,555.04,4,4,3,443,Loyal Customers
1097,13817.0,28,2,382.98,4,2,2,422,Low Spenders
1098,13819.0,301,3,1140.35,1,3,4,134,At Risk Customers
1099,13821.0,144,2,385.64,2,2,2,222,About To Sleep
1100,13822.0,5,2,632.0,5,2,3,523,Promising
1101,13823.0,18,2,957.66,4,2,4,424,Promising
1102,13824.0,32,5,1698.94,3,4,4,344,Loyal Customers
1103,13826.0,157,2,174.65,2,2,1,221,About To Sleep
1104,13827.0,57,3,412.05,3,3,2,332,Low Spenders
1105,13828.0,21,1,209.49,4,1,1,411,Low Spenders
1106,13829.0,358,1,-102.0,1,1,1,111,Hibernating
1107,13831.0,15,6,2202.99,4,4,5,445,Champions
1108,13832.0,17,2,40.949999999999996,4,2,1,421,Low Spenders
1109,13833.0,158,1,384.8,2,1,2,212,About To Sleep
1110,13835.0,24,4,834.57,4,4,3,443,Loyal Customers
1111,13837.0,211,2,271.24,1,2,2,122,At Risk Customers
1112,13838.0,5,4,691.73,5,4,3,543,Loyal Customers
1113,13841.0,252,1,85.0,1,1,1,111,Hibernating
1114,13842.0,58,9,3385.62,3,5,5,355,Loyal Customers
1115,13844.0,10,1,361.62,5,1,2,512,New Customers
1116,13845.0,64,1,312.98,3,1,2,312,Low Spenders
1117,13846.0,24,4,847.61,4,4,3,443,Loyal Customers
1118,13848.0,91,3,1255.0,2,3,4,234,At Risk Customers
1119,13849.0,51,2,1537.95,3,2,4,324,Potential Loyalists
1120,13850.0,87,2,1586.81,2,2,4,224,Need Attention
1121,13851.0,95,3,2651.46,2,3,5,235,At Risk Customers
1122,13853.0,8,2,1056.94,5,2,4,524,Promising
1123,13854.0,8,29,8025.0199999999995,5,5,5,555,Champions
1124,13856.0,168,5,363.4,2,4,2,242,At Risk Customers
1125,13858.0,56,1,216.17,3,1,1,311,Low Spenders
1126,13859.0,325,1,201.16,1,1,1,111,Hibernating
1127,13860.0,0,5,1240.0,5,4,4,544,Champions
1128,13862.0,17,10,2187.31,4,5,5,455,Champions
1129,13863.0,244,2,299.56,1,2,2,122,At Risk Customers
1130,13865.0,57,4,501.56,3,4,3,343,Loyal Customers
1131,13866.0,73,1,145.67000000000002,2,1,1,211,About To Sleep
1132,13867.0,30,3,1015.29,4,3,4,434,Promising
1133,13868.0,6,2,3192.54,5,2,5,525,Promising
1134,13869.0,122,4,3104.95,2,4,5,245,At Risk Customers
1135,13870.0,1,10,2751.25,5,5,5,555,Champions
1136,13871.0,22,13,6389.8,4,5,5,455,Champions
1137,13873.0,119,4,381.7,2,4,2,242,At Risk Customers
1138,13874.0,357,1,540.45,1,1,3,113,At Risk Customers
1139,13875.0,53,5,1786.79,3,4,4,344,Loyal Customers
1140,13876.0,63,1,122.7,3,1,1,311,Low Spenders
1141,13877.0,85,1,117.24,2,1,1,211,About To Sleep
1142,13878.0,54,1,1281.53,3,1,4,314,Need Attention
1143,13880.0,20,13,3219.77,4,5,5,455,Champions
1144,13881.0,3,22,16989.52,5,5,5,555,Champions
1145,13882.0,2,6,1131.28,5,4,4,544,Champions
1146,13883.0,0,9,2538.75,5,5,5,555,Champions
1147,13884.0,6,6,781.3000000000001,5,4,3,543,Loyal Customers
1148,13885.0,188,2,506.8,1,2,3,123,At Risk Customers
1149,13886.0,70,1,243.56,3,1,2,312,Low Spenders
1150,13887.0,203,1,349.55,1,1,2,112,At Risk Customers
1151,13888.0,119,2,605.63,2,2,3,223,About To Sleep
1152,13889.0,92,1,416.90000000000003,2,1,2,212,About To Sleep
1153,13890.0,0,14,1860.8600000000001,5,5,4,554,Champions
1154,13892.0,26,4,632.97,4,4,3,443,Loyal Customers
1155,13893.0,297,1,821.1,1,1,3,113,At Risk Customers
1156,13894.0,21,5,535.97,4,4,3,443,Loyal Customers
1157,13895.0,20,5,2588.12,4,4,5,445,Champions
1158,13897.0,49,1,311.16,3,1,2,312,Low Spenders
1159,13898.0,325,1,155.93,1,1,1,111,Hibernating
1160,13899.0,15,2,388.52,4,2,2,422,Low Spenders
1161,13900.0,182,3,740.95,1,3,3,133,At Risk Customers
1162,13901.0,71,5,2867.2,2,4,5,245,At Risk Customers
1163,13904.0,36,2,332.64,3,2,2,322,Low Spenders
1164,13908.0,79,5,2347.05,2,4,5,245,At Risk Customers
1165,13911.0,56,9,2580.91,3,5,5,355,Loyal Customers
1166,13914.0,3,3,613.95,5,3,3,533,Promising
1167,13917.0,49,2,272.04,3,2,2,322,Low Spenders
1168,13918.0,49,2,1212.8400000000001,3,2,4,324,Potential Loyalists
1169,13919.0,52,3,350.15999999999997,3,3,2,332,Low Spenders
1170,13922.0,351,1,172.25,1,1,1,111,Hibernating
1171,13923.0,53,1,351.13,3,1,2,312,Low Spenders
1172,13924.0,1,11,1682.08,5,5,4,554,Champions
1173,13925.0,35,5,616.65,3,4,3,343,Loyal Customers
1174,13926.0,22,1,223.85000000000002,4,1,1,411,Low Spenders
1175,13927.0,74,1,348.99,2,1,2,212,About To Sleep
1176,13928.0,10,4,464.57,5,4,2,542,Low Spenders
1177,13929.0,168,3,802.85,2,3,3,233,At Risk Customers
1178,13930.0,57,2,337.34,3,2,2,322,Low Spenders
1179,13931.0,85,3,1230.93,2,3,4,234,At Risk Customers
1180,13932.0,294,1,307.4,1,1,2,112,At Risk Customers
1181,13933.0,108,2,608.7900000000001,2,2,3,223,About To Sleep
1182,13934.0,263,1,922.1,1,1,4,114,At Risk Customers
1183,13936.0,170,2,361.28,2,2,2,222,About To Sleep
1184,13937.0,168,1,158.85,2,1,1,211,About To Sleep
1185,13938.0,34,1,71.66,3,1,1,311,Low Spenders
1186,13939.0,22,4,556.75,4,4,3,443,Loyal Customers
1187,13940.0,16,4,839.14,4,4,3,443,Loyal Customers
1188,13941.0,21,7,4912.41,4,5,5,455,Champions
1189,13946.0,78,3,561.5699999999999,2,3,3,233,At Risk Customers
1190,13947.0,64,1,90.6,3,1,1,311,Low Spenders
1191,13948.0,360,1,102.0,1,1,1,111,Hibernating
1192,13949.0,2,6,2427.32,5,4,5,545,Champions
1193,13950.0,10,5,728.56,5,4,3,543,Loyal Customers
1194,13951.0,175,3,674.45,2,3,3,233,At Risk Customers
1195,13952.0,210,3,3246.091,1,3,5,135,At Risk Customers
1196,13953.0,6,7,3515.68,5,5,5,555,Champions
1197,13954.0,1,3,378.59,5,3,2,532,Low Spenders
1198,13955.0,153,2,322.96,2,2,2,222,About To Sleep
1199,13956.0,4,5,1026.42,5,4,4,544,Champions
1200,13958.0,371,1,-102.45,1,1,1,111,Hibernating
1201,13959.0,78,3,598.2,2,3,3,233,At Risk Customers
1202,13960.0,20,2,230.22,4,2,1,421,Low Spenders
1203,13962.0,21,2,169.55,4,2,1,421,Low Spenders
1204,13963.0,307,4,664.54,1,4,3,143,At Risk Customers
1205,13967.0,145,1,80.7,2,1,1,211,About To Sleep
1206,13969.0,6,20,8986.69,5,5,5,555,Champions
1207,13971.0,8,11,2702.2200000000003,5,5,5,555,Champions
1208,13972.0,70,2,190.25,3,2,1,321,Low Spenders
1209,13973.0,286,1,264.7,1,1,2,112,At Risk Customers
1210,13974.0,48,1,413.59000000000003,3,1,2,312,Low Spenders
1211,13975.0,30,7,2503.23,4,5,5,455,Champions
1212,13976.0,206,1,357.98,1,1,2,112,At Risk Customers
1213,13978.0,14,2,196.79000000000002,4,2,1,421,Low Spenders
1214,13979.0,72,1,869.87,2,1,3,213,About To Sleep
1215,13980.0,59,1,200.14,3,1,1,311,Low Spenders
1216,13982.0,38,5,1861.11,3,4,4,344,Loyal Customers
1217,13983.0,29,13,2590.46,4,5,5,455,Champions
1218,13984.0,26,6,488.03,4,4,3,443,Loyal Customers
1219,13985.0,3,16,7024.53,5,5,5,555,Champions
1220,13986.0,16,1,320.46,4,1,2,412,Low Spenders
1221,13988.0,19,9,4098.8,4,5,5,455,Champions
1222,13989.0,65,2,1266.08,3,2,4,324,Potential Loyalists
1223,13990.0,212,1,311.3,1,1,2,112,At Risk Customers
1224,13991.0,11,7,850.63,4,5,3,453,Loyal Customers
1225,13992.0,29,1,76.8,4,1,1,411,Low Spenders
1226,13993.0,31,12,3409.66,4,5,5,455,Champions
1227,13994.0,3,6,2313.14,5,4,5,545,Champions
1228,13995.0,14,6,1383.49,4,4,4,444,Champions
1229,13999.0,9,15,3865.26,5,5,5,555,Champions
1230,14000.0,205,2,633.71,1,2,3,123,At Risk Customers
1231,14001.0,45,4,2030.3300000000002,3,4,5,345,Loyal Customers
1232,14002.0,133,2,529.73,2,2,3,223,About To Sleep
1233,14004.0,42,7,4582.64,3,5,5,355,Loyal Customers
1234,14005.0,9,5,2874.72,5,4,5,545,Champions
1235,14006.0,115,3,962.19,2,3,4,234,At Risk Customers
1236,14009.0,197,3,685.9300000000001,1,3,3,133,At Risk Customers
1237,14012.0,277,1,328.8,1,1,2,112,At Risk Customers
1238,14013.0,109,3,473.02,2,3,3,233,At Risk Customers
1239,14014.0,76,1,505.18,2,1,3,213,About To Sleep
1240,14015.0,52,1,917.34,3,1,4,314,Need Attention
1241,14016.0,153,5,4328.46,2,4,5,245,At Risk Customers
1242,14019.0,46,4,1398.96,3,4,4,344,Loyal Customers
1243,14020.0,16,2,642.8,4,2,3,423,Promising
1244,14021.0,154,3,631.9,2,3,3,233,At Risk Customers
1245,14022.0,224,1,440.0,1,1,2,112,At Risk Customers
1246,14023.0,6,2,584.07,5,2,3,523,Promising
1247,14024.0,121,2,327.7,2,2,2,222,About To Sleep
1248,14027.0,60,1,104.82,3,1,1,311,Low Spenders
1249,14029.0,62,2,467.66,3,2,3,323,Potential Loyalists
1250,14030.0,17,8,2360.09,4,5,5,455,Champions
1251,14031.0,6,23,14634.640000000001,5,5,5,555,Champions
1252,14032.0,1,18,2929.84,5,5,5,555,Champions
1253,14034.0,21,4,512.02,4,4,3,443,Loyal Customers
1254,14035.0,28,5,1428.02,4,4,4,444,Champions
1255,14036.0,284,1,626.65,1,1,3,113,At Risk Customers
1256,14037.0,175,2,147.20000000000002,2,2,1,221,About To Sleep
1257,14038.0,77,4,1554.48,2,4,4,244,At Risk Customers
1258,14039.0,32,1,152.2,3,1,1,311,Low Spenders
1259,14040.0,40,15,3542.19,3,5,5,355,Loyal Customers
1260,14041.0,265,1,141.41,1,1,1,111,Hibernating
1261,14044.0,26,4,652.82,4,4,3,443,Loyal Customers
1262,14045.0,108,4,1659.75,2,4,4,244,At Risk Customers
1263,14046.0,283,1,154.99,1,1,1,111,Hibernating
1264,14047.0,8,7,1290.01,5,5,4,554,Champions
1265,14048.0,276,2,375.13,1,2,2,122,At Risk Customers
1266,14049.0,16,6,5639.15,4,4,5,445,Champions
1267,14050.0,31,2,746.36,4,2,3,423,Promising
1268,14051.0,0,26,15477.34,5,5,5,555,Champions
1269,14052.0,19,1,225.36,4,1,1,411,Low Spenders
1270,14053.0,123,2,260.25,2,2,2,222,About To Sleep
1271,14054.0,64,1,92.46,3,1,1,311,Low Spenders
1272,14055.0,105,1,725.6400000000001,2,1,3,213,About To Sleep
1273,14056.0,0,29,8124.4,5,5,5,555,Champions
1274,14057.0,23,18,6147.4,4,5,5,455,Champions
1275,14059.0,266,1,183.6,1,1,1,111,Hibernating
1276,14060.0,4,20,6135.38,5,5,5,555,Champions
1277,14062.0,9,12,10464.85,5,5,5,555,Champions
1278,14064.0,28,7,1188.32,4,5,4,454,Champions
1279,14066.0,266,1,152.55,1,1,1,111,Hibernating
1280,14067.0,63,2,374.7,3,2,2,322,Low Spenders
1281,14068.0,319,1,265.85,1,1,2,112,At Risk Customers
1282,14071.0,3,9,1307.41,5,5,4,554,Champions
1283,14073.0,20,2,139.54,4,2,1,421,Low Spenders
1284,14075.0,4,3,942.26,5,3,4,534,Promising
1285,14076.0,128,1,122.47,2,1,1,211,About To Sleep
1286,14077.0,40,5,499.41999999999996,3,4,3,343,Loyal Customers
1287,14078.0,101,6,1049.37,2,4,4,244,At Risk Customers
1288,14079.0,124,1,375.1,2,1,2,212,About To Sleep
1289,14080.0,32,1,45.599999999999994,3,1,1,311,Low Spenders
1290,14081.0,266,4,904.67,1,4,3,143,At Risk Customers
1291,14082.0,364,1,182.25,1,1,1,111,Hibernating
1292,14083.0,3,9,1018.43,5,5,4,554,Champions
1293,14085.0,1,18,4435.79,5,5,5,555,Champions
1294,14087.0,2,2,181.67,5,2,1,521,Low Spenders
1295,14088.0,9,14,50415.49,5,5,5,555,Champions
1296,14089.0,56,1,161.0,3,1,1,311,Low Spenders
1297,14090.0,324,1,76.32000000000001,1,1,1,111,Hibernating
1298,14092.0,7,17,4063.1,5,5,5,555,Champions
1299,14093.0,11,1,442.85,4,1,2,412,Low Spenders
1300,14096.0,3,18,57120.909999999996,5,5,5,555,Champions
1301,14098.0,36,1,147.35,3,1,1,311,Low Spenders
1302,14099.0,15,12,3092.9700000000003,4,5,5,455,Champions
1303,14100.0,137,1,194.9,2,1,1,211,About To Sleep
1304,14101.0,73,6,5976.79,2,4,5,245,At Risk Customers
1305,14102.0,4,8,1314.73,5,5,4,554,Champions
1306,14104.0,154,2,216.20999999999998,2,2,1,221,About To Sleep
1307,14105.0,84,2,1260.33,2,2,4,224,Need Attention
1308,14107.0,51,8,2688.48,3,5,5,355,Loyal Customers
1309,14108.0,30,3,594.16,4,3,3,433,Promising
1310,14109.0,22,2,80.2,4,2,1,421,Low Spenders
1311,14110.0,3,13,5669.65,5,5,5,555,Champions
1312,14111.0,13,5,688.6,4,4,3,443,Loyal Customers
1313,14112.0,22,12,2774.17,4,5,5,455,Champions
1314,14113.0,3,8,1377.92,5,5,4,554,Champions
1315,14114.0,273,2,386.53,1,2,2,122,At Risk Customers
1316,14116.0,19,5,1382.74,4,4,4,444,Champions
1317,14117.0,143,1,90.0,2,1,1,211,About To Sleep
1318,14119.0,353,1,-19.9,1,1,1,111,Hibernating
1319,14121.0,3,6,2740.3,5,4,5,545,Champions
1320,14124.0,83,1,419.58000000000004,2,1,2,212,About To Sleep
1321,14125.0,10,3,2740.43,5,3,5,535,Promising
1322,14126.0,7,3,643.6300000000001,5,3,3,533,Promising
1323,14127.0,122,3,709.71,2,3,3,233,At Risk Customers
1324,14128.0,60,2,637.5,3,2,3,323,Potential Loyalists
1325,14129.0,1,4,1123.8600000000001,5,4,4,544,Champions
1326,14130.0,318,1,483.86,1,1,3,113,At Risk Customers
1327,14132.0,1,12,3580.13,5,5,5,555,Champions
1328,14133.0,129,5,590.3399999999999,2,4,3,243,At Risk Customers
1329,14135.0,1,15,4690.31,5,5,5,555,Champions
1330,14138.0,1,2,982.3800000000001,5,2,4,524,Promising
1331,14139.0,45,1,415.82,3,1,2,312,Low Spenders
1332,14140.0,3,3,920.05,5,3,4,534,Promising
1333,14141.0,2,6,879.0300000000001,5,4,3,543,Loyal Customers
1334,14142.0,372,1,311.81,1,1,2,112,At Risk Customers
1335,14143.0,133,1,115.8,2,1,1,211,About To Sleep
1336,14145.0,46,5,3148.2,3,4,5,345,Loyal Customers
1337,14146.0,8,6,2949.57,5,4,5,545,Champions
1338,14147.0,48,3,468.4,3,3,3,333,Loyal Customers
1339,14148.0,233,1,157.2,1,1,1,111,Hibernating
1340,14149.0,212,3,259.43,1,3,2,132,At Risk Customers
1341,14150.0,35,2,658.64,3,2,3,323,Potential Loyalists
1342,14152.0,74,3,611.09,2,3,3,233,At Risk Customers
1343,14154.0,238,2,1345.62,1,2,4,124,At Risk Customers
1344,14155.0,265,1,118.75,1,1,1,111,Hibernating
1345,14156.0,9,65,113384.14,5,5,5,555,Champions
1346,14157.0,19,3,400.43,4,3,2,432,Low Spenders
1347,14158.0,39,1,507.66,3,1,3,313,About To Sleep
1348,14159.0,19,14,4678.3,4,5,5,455,Champions
1349,14161.0,215,3,1110.52,1,3,4,134,At Risk Customers
1350,14162.0,173,2,289.36,2,2,2,222,About To Sleep
1351,14163.0,86,4,2445.91,2,4,5,245,At Risk Customers
1352,14164.0,70,2,1631.77,3,2,4,324,Potential Loyalists
1353,14165.0,275,1,122.53999999999999,1,1,1,111,Hibernating
1354,14167.0,38,4,574.84,3,4,3,343,Loyal Customers
1355,14171.0,97,1,363.79,2,1,2,212,About To Sleep
1356,14173.0,10,4,450.84,5,4,2,542,Low Spenders
1357,14174.0,32,1,134.46,3,1,1,311,Low Spenders
1358,14175.0,50,7,3108.06,3,5,5,355,Loyal Customers
1359,14176.0,296,5,574.0,1,4,3,143,At Risk Customers
1360,14177.0,84,5,554.46,2,4,3,243,At Risk Customers
1361,14178.0,8,7,1620.93,5,5,4,554,Champions
1362,14179.0,40,2,719.78,3,2,3,323,Potential Loyalists
1363,14180.0,10,31,4640.77,5,5,5,555,Champions
1364,14184.0,66,1,452.89,3,1,2,312,Low Spenders
1365,14185.0,330,1,197.65,1,1,1,111,Hibernating
1366,14188.0,8,10,2018.91,5,5,5,555,Champions
1367,14189.0,1,24,4604.31,5,5,5,555,Champions
1368,14191.0,1,14,4660.01,5,5,5,555,Champions
1369,14193.0,67,2,853.39,3,2,3,323,Potential Loyalists
1370,14194.0,4,31,11216.75,5,5,5,555,Champions
1371,14195.0,201,3,962.7,1,3,4,134,At Risk Customers
1372,14196.0,106,1,335.52,2,1,2,212,About To Sleep
1373,14198.0,3,7,663.5,5,5,3,553,Loyal Customers
1374,14199.0,217,1,185.39999999999998,1,1,1,111,Hibernating
1375,14201.0,59,9,688.04,3,5,3,353,Loyal Customers
1376,14204.0,1,1,161.03,5,1,1,511,New Customers
1377,14205.0,10,4,218.78,5,4,1,541,Low Spenders
1378,14206.0,238,2,308.26,1,2,2,122,At Risk Customers
1379,14208.0,94,1,151.74,2,1,1,211,About To Sleep
1380,14209.0,10,7,2067.13,5,5,5,555,Champions
1381,14210.0,90,7,1900.89,2,5,4,254,At Risk Customers
1382,14211.0,52,13,2208.3,3,5,5,355,Loyal Customers
1383,14212.0,89,1,1070.48,2,1,4,214,Need Attention
1384,14213.0,371,1,-1192.2,1,1,1,111,Hibernating
1385,14214.0,30,7,1000.23,4,5,4,454,Champions
1386,14215.0,11,7,1777.92,4,5,4,454,Champions
1387,14216.0,2,4,1839.3,5,4,4,544,Champions
1388,14217.0,1,24,1925.3600000000001,5,5,4,554,Champions
1389,14218.0,42,1,169.48000000000002,3,1,1,311,Low Spenders
1390,14219.0,3,1,89.94,5,1,1,511,New Customers
1391,14220.0,246,2,632.4,1,2,3,123,At Risk Customers
1392,14221.0,41,10,3427.85,3,5,5,355,Loyal Customers
1393,14222.0,176,1,683.17,2,1,3,213,About To Sleep
1394,14223.0,91,4,975.23,2,4,4,244,At Risk Customers
1395,14224.0,109,4,1050.12,2,4,4,244,At Risk Customers
1396,14226.0,28,7,2201.64,4,5,5,455,Champions
1397,14227.0,25,13,3315.71,4,5,5,455,Champions
1398,14229.0,51,6,1450.6,3,4,4,344,Loyal Customers
1399,14231.0,178,5,822.0600000000001,1,4,3,143,At Risk Customers
1400,14232.0,31,8,2043.93,4,5,5,455,Champions
1401,14233.0,43,5,1447.51,3,4,4,344,Loyal Customers
1402,14234.0,21,4,775.46,4,4,3,443,Loyal Customers
1403,14235.0,9,6,3093.86,5,4,5,545,Champions
1404,14236.0,80,2,490.86,2,2,3,223,About To Sleep
1405,14237.0,372,1,161.0,1,1,1,111,Hibernating
1406,14238.0,325,1,146.85,1,1,1,111,Hibernating
1407,14239.0,42,14,2323.5,3,5,5,355,Loyal Customers
1408,14240.0,29,2,890.34,4,2,3,423,Promising
1409,14241.0,183,1,213.70000000000002,1,1,1,111,Hibernating
1410,14242.0,234,2,280.55,1,2,2,122,At Risk Customers
1411,14243.0,8,14,2535.88,5,5,5,555,Champions
1412,14245.0,175,5,1677.48,2,4,4,244,At Risk Customers
1413,14246.0,110,3,1474.06,2,3,4,234,At Risk Customers
1414,14247.0,277,1,136.76999999999998,1,1,1,111,Hibernating
1415,14248.0,317,1,302.58,1,1,2,112,At Risk Customers
1416,14250.0,6,3,1904.05,5,3,4,534,Promising
1417,14251.0,1,5,2879.7000000000003,5,4,5,545,Champions
1418,14256.0,253,3,935.0600000000001,1,3,4,134,At Risk Customers
1419,14257.0,50,6,3087.27,3,4,5,345,Loyal Customers
1420,14258.0,8,10,12650.08,5,5,5,555,Champions
1421,14259.0,141,1,120.0,2,1,1,211,About To Sleep
1422,14261.0,50,2,1163.45,3,2,4,324,Potential Loyalists
1423,14262.0,7,8,2618.23,5,5,5,555,Champions
1424,14264.0,154,3,319.47,2,3,2,232,At Risk Customers
1425,14265.0,108,2,530.18,2,2,3,223,About To Sleep
1426,14267.0,150,7,1279.09,2,5,4,254,At Risk Customers
1427,14270.0,331,1,492.65000000000003,1,1,3,113,At Risk Customers
1428,14271.0,225,1,112.32,1,1,1,111,Hibernating
1429,14272.0,73,2,437.96,2,2,2,222,About To Sleep
1430,14273.0,50,4,559.97,3,4,3,343,Loyal Customers
1431,14276.0,87,5,1019.39,2,4,4,244,At Risk Customers
1432,14277.0,14,4,3957.0,4,4,5,445,Champions
1433,14280.0,196,1,134.04,1,1,1,111,Hibernating
1434,14282.0,2,15,3729.34,5,5,5,555,Champions
1435,14284.0,30,3,578.45,4,3,3,433,Promising
1436,14285.0,20,4,1910.01,4,4,4,444,Champions
1437,14286.0,23,5,4595.81,4,4,5,445,Champions
1438,14287.0,7,4,151.23000000000002,5,4,1,541,Low Spenders
1439,14288.0,211,2,413.85,1,2,2,122,At Risk Customers
1440,14289.0,8,6,911.26,5,4,4,544,Champions
1441,14290.0,10,6,2307.4500000000003,5,4,5,545,Champions
1442,14291.0,1,11,3873.3,5,5,5,555,Champions
1443,14292.0,7,14,4819.33,5,5,5,555,Champions
1444,14293.0,2,4,1046.56,5,4,4,544,Champions
1445,14295.0,39,2,154.70000000000002,3,2,1,321,Low Spenders
1446,14297.0,17,5,1284.06,4,4,4,444,Champions
1447,14298.0,2,45,50862.44,5,5,5,555,Champions
1448,14299.0,7,18,2855.35,5,5,5,555,Champions
1449,14300.0,18,1,43.2,4,1,1,411,Low Spenders
1450,14301.0,107,2,632.04,2,2,3,223,About To Sleep
1451,14304.0,222,2,197.1,1,2,1,121,Hibernating
1452,14305.0,70,5,1803.76,3,4,4,344,Loyal Customers
1453,14306.0,50,3,2083.42,3,3,5,335,Loyal Customers
1454,14307.0,88,6,2995.72,2,4,5,245,At Risk Customers
1455,14309.0,7,10,2319.68,5,5,5,555,Champions
1456,14311.0,224,2,229.71,1,2,1,121,Hibernating
1457,14312.0,46,6,1611.59,3,4,4,344,Loyal Customers
1458,14314.0,106,1,120.0,2,1,1,211,About To Sleep
1459,14315.0,20,7,2456.98,4,5,5,455,Champions
1460,14317.0,64,1,508.58000000000004,3,1,3,313,About To Sleep
1461,14320.0,206,3,343.11,1,3,2,132,At Risk Customers
1462,14321.0,10,5,1530.75,5,4,4,544,Champions
